UF,Municipio,Ano,RedeEnsino,CodEscola,NomeEscola,CNPJ,CNPJ_formatado,UnidadeExecutora,PrestacaoDeContas,DadosCadastrais,StatusPrestacaoContas,StatusDadosCadastrais,PendenciaPrestacao,PendenciaCadastral,TemPendencia
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039504,ESC MUN APARICIO DE MIRANDA LEAO,03253634000144,03.253.634/0001-44,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA APARICIO D","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039504,ESC MUN APARICIO DE MIRANDA LEAO,03253634000144,03.253.634/0001-44,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA APARICIO D","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039504,ESC MUN APARICIO DE MIRANDA LEAO,03253634000144,03.253.634/0001-44,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA APARICIO D","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039504,ESC MUN APARICIO DE MIRANDA LEAO,03253634000144,03.253.634/0001-44,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA APARICIO D","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039504,ESC MUN APARICIO DE MIRANDA LEAO,03253634000144,03.253.634/0001-44,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA APARICIO D","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039504,ESC MUN APARICIO DE MIRANDA LEAO,03253634000144,03.253.634/0001-44,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA APARICIO D","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039504,ESC MUN APARICIO DE MIRANDA LEAO,03253634000144,03.253.634/0001-44,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA APARICIO D","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039512,ESC MUN INDIGENA MAIG-MAIG,06310493000142,06.310.493/0001-42,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA MAIG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039512,ESC MUN INDIGENA MAIG-MAIG,06310493000142,06.310.493/0001-42,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA MAIG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039512,ESC MUN INDIGENA MAIG-MAIG,06310493000142,06.310.493/0001-42,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA MAIG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039512,ESC MUN INDIGENA MAIG-MAIG,06310493000142,06.310.493/0001-42,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA MAIG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039512,ESC MUN INDIGENA MAIG-MAIG,06310493000142,06.310.493/0001-42,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA MAIG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039539,ESC MUN BENEDITO MESSIAS DE OLIVEIRA,07509900000108,07.509.900/0001-08,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BENEDITO MESSI","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039555,ESC MUN BOA ESPERANCA I,08976742000169,08.976.742/0001-69,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM BOA ESPERANCA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039571,ESC MUN BOA ESPERANCA,03201869000192,03.201.869/0001-92,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA BOA ESPERA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039571,ESC MUN BOA ESPERANCA,03201869000192,03.201.869/0001-92,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA BOA ESPERA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039571,ESC MUN BOA ESPERANCA,03201869000192,03.201.869/0001-92,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA BOA ESPERA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039571,ESC MUN BOA ESPERANCA,03201869000192,03.201.869/0001-92,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA BOA ESPERA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039571,ESC MUN BOA ESPERANCA,03201869000192,03.201.869/0001-92,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA BOA ESPERA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039571,ESC MUN BOA ESPERANCA,03201869000192,03.201.869/0001-92,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA BOA ESPERA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13039571,ESC MUN BOA ESPERANCA,03201869000192,03.201.869/0001-92,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA BOA ESPERA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
